name,busNumber,startTime_iso,startTime_unix,endTime_iso,endTime_unix,drivenDistance,busRoute,energyConsumption,itcs_numberOfPassengers_mean,itcs_numberOfPassengers_min,itcs_numberOfPassengers_max,status_gridIsAvailable_mean,temperature_ambient_mean,temperature_ambient_min,temperature_ambient_max
"B183_2019-10-21_14-30-09_2019-10-21_23-02-19",183,"2019-10-21T14:30:09Z",1571668209,"2019-10-21T23:02:19Z",1571698939,136704.8,"72",7.529372e+08,18.68775,0,96,0.8492678,288.0477,286.15,291.15
"B183_2019-11-22_14-40-43_2019-11-23_00-17-33",183,"2019-11-22T14:40:43Z",1574433643,"2019-11-23T00:17:33Z",1574468253,144357.6,"33",1.083737e+09,18.38802,0,68,0.8466672,279.4453,278.15,291.693
"B183_2019-11-24_04-08-51_2019-11-24_22-11-57",183,"2019-11-24T04:08:51Z",1574568531,"2019-11-24T22:11:57Z",1574633517,281530.5,"72",1.865329e+09,19.37138,1,72,0.8978565,281.2296,279.15,289.15
"B183_2019-11-25_05-15-20_2019-11-25_21-43-26",183,"2019-11-25T05:15:20Z",1574658920,"2019-11-25T21:43:26Z",1574718206,278008.8,"46",1.694995e+09,20.42232,0,80,0.9873834,280.9907,280.15,289.15
"B183_2019-11-27_03-51-56_2019-11-27_18-10-50",183,"2019-11-27T03:51:56Z",1574826716,"2019-11-27T18:10:50Z",1574878250,220968.7,"33",1.432657e+09,22.03077,0,93,0.8597846,283.0128,280.15,289.15
"B183_2019-11-28_04-02-01_2019-11-28_18-56-40",183,"2019-11-28T04:02:01Z",1574913721,"2019-11-28T18:56:40Z",1574967400,228966.1,"33",1.550282e+09,24.50628,0,118,0.8424367,282.2467,280.15,291.15
"B183_2019-11-29_04-07-42_2019-11-29_18-55-16",183,"2019-11-29T04:07:42Z",1575000462,"2019-11-29T18:55:16Z",1575053716,228550.5,"33",1.824732e+09,20.00493,0,92,0.854455,280.9693,279.15,288.913
"B183_2019-11-30_06-56-02_2019-11-30_19-28-17",183,"2019-11-30T06:56:02Z",1575096962,"2019-11-30T19:28:17Z",1575142097,212380.4,"46",1.344792e+09,24.81423,0,89,0.9987814,279.0895,277.15,280.15
"B183_2019-12-01_04-23-27_2019-12-01_16-12-22",183,"2019-12-01T04:23:27Z",1575174207,"2019-12-01T16:12:22Z",1575216742,177093.8,"72",1.300615e+09,22.51768,1,78,0.9206084,278.4562,276.501,289.15
"B183_2019-12-01_16-50-02_2019-12-01_23-30-17",183,"2019-12-01T16:50:02Z",1575219002,"2019-12-01T23:30:17Z",1575243017,113112.9,"72",8.62766e+08,14.62661,0,41,0.8863674,279.0533,278.15,279.15
"B183_2019-12-02_04-28-43_2019-12-02_08-38-37",183,"2019-12-02T04:28:43Z",1575260923,"2019-12-02T08:38:37Z",1575275917,57462.05,"72",4.517539e+08,31.53175,3,99,0.8628876,279.7451,278.15,289.15
"B183_2019-12-05_16-02-38_2019-12-05_23-57-34",183,"2019-12-05T16:02:38Z",1575561758,"2019-12-05T23:57:34Z",1575590254,113737.9,"31",9.500279e+08,30.41319,0,98,0.767379,276.9837,275.15,279.15
"B183_2019-12-06_14-36-11_2019-12-06_23-45-14",183,"2019-12-06T14:36:11Z",1575642971,"2019-12-06T23:45:14Z",1575675914,151556.6,"46",1.106877e+09,20.96927,0,73,0.9964789,279.5225,278.15,289.15
"B183_2019-12-07_06-21-06_2019-12-07_19-31-56",183,"2019-12-07T06:21:06Z",1575699666,"2019-12-07T19:31:56Z",1575747116,208545.3,"72",1.366717e+09,28.41037,2,78,0.7935976,282.3572,280.15,289.15
"B183_2019-12-08_08-43-25_2019-12-09_00-16-42",183,"2019-12-08T08:43:25Z",1575794605,"2019-12-09T00:16:42Z",1575850602,277888.1,"46",1.634819e+09,19.35596,0,93,0.9978213,282.8068,280.15,289.15
"B183_2019-12-10_03-56-00_2019-12-10_08-17-22",183,"2019-12-10T03:56:00Z",1575950160,"2019-12-10T08:17:22Z",1575965842,78690.27,"46",5.914751e+08,19.23784,0,83,0.9600204,278.2006,277.15,288.15
"B183_2019-12-12_04-04-58_2019-12-12_07-55-42",183,"2019-12-12T04:04:58Z",1576123498,"2019-12-12T07:55:42Z",1576137342,69233.56,"46",5.49065e+08,18.1375,0,65,0.9590466,277.7767,276.15,288.15
"B183_2019-12-13_04-33-22_2019-12-14_00-20-33",183,"2019-12-13T04:33:22Z",1576211602,"2019-12-14T00:20:33Z",1576282833,321882.3,"32",2.47714e+09,32.05096,0,105,0.8907514,278.6463,276.15,288.15
"B183_2019-12-15_08-38-39_2019-12-15_23-50-57",183,"2019-12-15T08:38:39Z",1576399119,"2019-12-15T23:50:57Z",1576453857,268537.6,"46",1.602591e+09,20.13166,0,75,0.989934,284.2499,279.15,288.15
"B183_2019-12-16_05-25-34_2019-12-16_23-50-35",183,"2019-12-16T05:25:34Z",1576473934,"2019-12-16T23:50:35Z",1576540235,312829.4,"46",2.038714e+09,21.20054,0,76,0.9982353,280.2352,279.15,289.15
"B183_2019-12-20_03-53-24_2019-12-20_19-57-32",183,"2019-12-20T03:53:24Z",1576814004,"2019-12-20T19:57:32Z",1576871852,246077.7,"72",1.717759e+09,28.22322,0,83,0.9014676,280.6369,278.15,289.15
"B183_2019-12-21_03-56-32_2019-12-21_23-55-12",183,"2019-12-21T03:56:32Z",1576900592,"2019-12-21T23:55:12Z",1576972512,309033.4,"72",2.143492e+09,20.967,0,60,0.9138777,280.2222,278.15,291.15
"B183_2019-12-23_03-52-08_2019-12-23_18-10-26",183,"2019-12-23T03:52:08Z",1577073128,"2019-12-23T18:10:26Z",1577124626,221494.5,"33",1.696164e+09,13.34901,0,46,0.7239364,279.4315,279.15,289.15
"B183_2019-12-24_03-55-18_2019-12-24_23-28-49",183,"2019-12-24T03:55:18Z",1577159718,"2019-12-24T23:28:49Z",1577230129,314668.5,"33",2.228079e+09,9.423868,0,47,0.8711015,280.3701,278.15,288.15
"B183_2019-12-25_03-49-19_2019-12-25_19-40-38",183,"2019-12-25T03:49:19Z",1577245759,"2019-12-25T19:40:38Z",1577302838,238312.4,"33",1.651305e+09,9.88924,0,44,0.8641205,280.3448,279.15,289.15
"B183_2019-12-26_03-51-25_2019-12-26_19-38-52",183,"2019-12-26T03:51:25Z",1577332285,"2019-12-26T19:38:52Z",1577389132,238048.8,"33",1.664644e+09,10.43829,0,64,0.7979876,278.9131,277.15,288.15
"B183_2019-12-27_04-24-52_2019-12-27_18-28-07",183,"2019-12-27T04:24:52Z",1577420692,"2019-12-27T18:28:07Z",1577471287,217741,"72",1.684527e+09,17.97561,1,55,0.917029,279.8375,279.15,289.15
"B183_2019-12-28_03-51-53_2019-12-28_14-34-04",183,"2019-12-28T03:51:53Z",1577505113,"2019-12-28T14:34:04Z",1577543644,169238.1,"33",1.254122e+09,10.26233,0,38,0.8232638,278.9101,277.15,288.15
"B183_2019-12-29_04-29-21_2019-12-29_23-32-38",183,"2019-12-29T04:29:21Z",1577593761,"2019-12-29T23:32:38Z",1577662358,290294.8,"72",2.144676e+09,14.87652,0,63,0.9234818,276.2261,275.15,288.15
"B183_2019-12-31_05-17-34_2020-01-01_03-11-05",183,"2019-12-31T05:17:34Z",1577769454,"2020-01-01T03:11:05Z",1577848265,348121.9,"46",2.684731e+09,15.13873,0,66,0.9846597,276.1424,274.15,289.15
"B183_2020-01-03_03-51-05_2020-01-03_09-52-27",183,"2020-01-03T03:51:05Z",1578023465,"2020-01-03T09:52:27Z",1578045147,91278.43,"72",7.099307e+08,11.10606,0,30,0.886501,277.0356,276.15,288.15
"B183_2020-01-08_14-31-36_2020-01-08_21-57-06",183,"2020-01-08T14:31:36Z",1578493896,"2020-01-08T21:57:06Z",1578520626,111182.5,"72",7.083615e+08,30.82731,0,94,0.8552243,280.1332,278.15,292.15
"B183_2020-01-11_03-56-55_2020-01-11_23-30-12",183,"2020-01-11T03:56:55Z",1578715015,"2020-01-11T23:30:12Z",1578785412,314735.2,"33",2.099114e+09,13.5397,0,42,0.8755078,279.4586,276.15,289.15
"B183_2020-01-13_03-51-41_2020-01-13_19-55-56",183,"2020-01-13T03:51:41Z",1578887501,"2020-01-13T19:55:56Z",1578945356,246255.7,"72",1.793007e+09,26.60179,0,99,0.8433179,278.28,275.15,289.15
"B183_2020-01-14_04-07-19_2020-01-14_22-42-25",183,"2020-01-14T04:07:19Z",1578974839,"2020-01-14T22:42:25Z",1579041745,286682.7,"33",1.944817e+09,20.85171,0,108,0.8549031,279.5535,275.15,288.15
"B183_2020-01-15_04-07-59_2020-01-15_23-31-57",183,"2020-01-15T04:07:59Z",1579061279,"2020-01-15T23:31:57Z",1579131117,299419,"72",1.957912e+09,30.03731,0,96,0.8592048,281.7971,276.15,289.15
"B183_2020-02-28_04-56-05_2020-02-28_20-31-21",183,"2020-02-28T04:56:05Z",1582865765,"2020-02-28T20:31:21Z",1582921881,254869.1,"46",1.685152e+09,19.51078,0,59,0.9768698,280.1639,277.15,289.15
"B183_2020-03-03_04-42-38_2020-03-03_19-44-51",183,"2020-03-03T04:42:38Z",1583210558,"2020-03-03T19:44:51Z",1583264691,225047.9,"83",1.544278e+09,23.47531,0,118,0.4721802,280.545,279.15,289.15
"B183_2020-03-06_04-53-23_2020-03-06_19-44-42",183,"2020-03-06T04:53:23Z",1583470403,"2020-03-06T19:44:42Z",1583523882,224512.3,"83",1.631816e+09,17.41578,0,69,0.4510284,279.885,278.15,289.15
"B183_2020-03-08_08-52-20_2020-03-08_23-47-20",183,"2020-03-08T08:52:20Z",1583657540,"2020-03-08T23:47:20Z",1583711240,220018.9,"33",1.616797e+09,16.54792,0,60,0.8768552,282.2339,279.15,289.15
"B183_2020-03-09_14-16-13_2020-03-09_19-34-17",183,"2020-03-09T14:16:13Z",1583763373,"2020-03-09T19:34:17Z",1583782457,77824.36,"83",5.406013e+08,23.18182,0,74,0.4600995,281.0489,279.15,291.15
"B183_2020-03-10_04-50-03_2020-03-10_19-51-25",183,"2020-03-10T04:50:03Z",1583815803,"2020-03-10T19:51:25Z",1583869885,225095.8,"83",1.692171e+09,20.9641,0,86,0.4752325,279.8363,279.15,291.15
"B183_2020-03-12_04-56-41_2020-03-12_19-44-57",183,"2020-03-12T04:56:41Z",1583989001,"2020-03-12T19:44:57Z",1584042297,224181.2,"83",1.14586e+09,17.21235,0,80,0.3408822,287.3445,282.15,291.15
"B183_2020-03-13_04-55-14_2020-03-13_12-05-52",183,"2020-03-13T04:55:14Z",1584075314,"2020-03-13T12:05:52Z",1584101152,109464.2,"83",7.108607e+08,14.56846,0,74,0.4770308,281.8304,280.15,292.15
"B183_2020-03-14_06-41-47_2020-03-14_19-42-49",183,"2020-03-14T06:41:47Z",1584168107,"2020-03-14T19:42:49Z",1584214969,189643.9,"83",1.308564e+09,6.471947,0,19,0.5395514,282.9865,279.204,291.15
"B183_2020-03-15_03-59-11_2020-03-15_12-41-59",183,"2020-03-15T03:59:11Z",1584244751,"2020-03-15T12:41:59Z",1584276119,123243.3,"72",8.77061e+08,7.985663,0,33,0.9026746,280.92,277.15,291.15
"B183_2020-03-16_04-58-48_2020-03-16_11-41-22",183,"2020-03-16T04:58:48Z",1584334728,"2020-03-16T11:41:22Z",1584358882,102195,"83",6.644914e+08,10.11659,0,49,0.5083216,283.0569,279.15,290.5394
"B183_2020-03-17_04-52-44_2020-03-17_14-47-36",183,"2020-03-17T04:52:44Z",1584420764,"2020-03-17T14:47:36Z",1584456456,147509,"83",9.219067e+08,7.311644,0,29,0.5203542,286.9399,280.15,292.15
"B183_2020-03-18_04-48-14_2020-03-18_08-47-36",183,"2020-03-18T04:48:14Z",1584506894,"2020-03-18T08:47:36Z",1584521256,62952.41,"83",4.311562e+08,9.356061,0,47,0.3935807,282.1659,280.15,291.15
"B183_2020-03-18_14-48-10_2020-03-18_18-54-16",183,"2020-03-18T14:48:10Z",1584542890,"2020-03-18T18:54:16Z",1584557656,62957.92,"83",3.463072e+08,7.30303,0,33,0.4409833,291.6479,288.15,293.15
"B183_2020-03-19_04-55-05_2020-03-19_09-46-56",183,"2020-03-19T04:55:05Z",1584593705,"2020-03-19T09:46:56Z",1584611216,75320.84,"83",4.834428e+08,6.146341,0,20,0.4861809,283.4765,280.15,292.15
"B183_2020-03-20_05-00-11_2020-03-20_09-02-26",183,"2020-03-20T05:00:11Z",1584680411,"2020-03-20T09:02:26Z",1584694946,59651.41,"83",3.799172e+08,6.98,0,22,0.4941525,284.8877,282.15,292.15
"B183_2020-03-23_14-44-14_2020-03-23_18-19-45",183,"2020-03-23T14:44:14Z",1584974654,"2020-03-23T18:19:45Z",1584987585,58692.38,"46",4.334819e+08,5.76087,0,15,0.9644293,281.4063,279.15,291.15
"B183_2020-03-24_05-02-35_2020-03-24_08-31-58",183,"2020-03-24T05:02:35Z",1585026155,"2020-03-24T08:31:58Z",1585038718,48434.54,"83",3.63554e+08,5.573529,0,19,0.3659663,277.5446,275.15,289.15
"B183_2020-03-24_14-35-08_2020-03-24_19-41-57",183,"2020-03-24T14:35:08Z",1585060508,"2020-03-24T19:41:57Z",1585078917,78620.48,"46",5.739562e+08,3.760479,0,10,0.9606736,280.4108,278.15,291.15
"B183_2020-03-25_05-11-06_2020-03-25_19-31-53",183,"2020-03-25T05:11:06Z",1585113066,"2020-03-25T19:31:53Z",1585164713,210245,"83",1.418131e+09,5.226191,0,24,0.4813546,279.3076,275.15,289.15
"B183_2020-03-26_04-40-32_2020-03-26_15-44-48",183,"2020-03-26T04:40:32Z",1585197632,"2020-03-26T15:44:48Z",1585237488,163178.6,"83",1.142518e+09,4.544944,0,19,0.5267832,278.4238,275.15,289.15
"B183_2020-03-28_06-44-56_2020-03-28_16-02-00",183,"2020-03-28T06:44:56Z",1585377896,"2020-03-28T16:02:00Z",1585411320,139613,"83",7.968415e+08,3.279762,0,11,0.5273897,286.9267,280.15,292.15
"B183_2020-03-29_07-29-56_2020-03-29_23-13-31",183,"2020-03-29T07:29:56Z",1585466996,"2020-03-29T23:13:31Z",1585523611,237319.3,"33",1.713486e+09,3.835145,0,14,0.8722093,279.4013,276.15,291.15
"B183_2020-03-31_04-00-06_2020-03-31_15-40-45",183,"2020-03-31T04:00:06Z",1585627206,"2020-03-31T15:40:45Z",1585669245,177422.9,"83",1.255545e+09,5.472,0,30,0.5151998,279.495,275.15,288.15
"B183_2020-04-01_03-42-29_2020-04-01_13-10-34",183,"2020-04-01T03:42:29Z",1585712549,"2020-04-01T13:10:34Z",1585746634,133640.8,"83",9.622867e+08,5.086957,0,17,0.5246142,279.7979,275.15,291.15
"B183_2020-04-02_03-48-01_2020-04-02_08-00-43",183,"2020-04-02T03:48:01Z",1585799281,"2020-04-02T08:00:43Z",1585814443,58875.55,"83",4.496243e+08,7.183099,0,30,0.5101893,278.8137,276.15,291.15
"B183_2020-04-03_04-00-34_2020-04-03_11-16-32",183,"2020-04-03T04:00:34Z",1585886434,"2020-04-03T11:16:32Z",1585912592,106104.7,"83",6.963352e+08,5.383178,0,20,0.4974196,281.4538,279.15,292.15
"B183_2020-04-08_12-28-54_2020-04-08_17-00-52",183,"2020-04-08T12:28:54Z",1586348934,"2020-04-08T17:00:52Z",1586365252,64962.48,"83",3.290267e+08,8.359375,0,23,0.4557877,296.9029,295.15,298.15
"B183_2020-04-12_07-18-33_2020-04-12_20-56-53",183,"2020-04-12T07:18:33Z",1586675913,"2020-04-12T20:56:53Z",1586725013,192140.4,"72",9.465408e+08,6.186916,0,21,0.8812652,294.5949,287.15,299.15
"B183_2020-04-13_03-03-54_2020-04-13_21-04-35",183,"2020-04-13T03:03:54Z",1586747034,"2020-04-13T21:04:35Z",1586811875,277206.8,"33",1.378096e+09,5.116374,0,22,0.8843651,291.9932,287.15,298.15
"B183_2020-04-14_12-49-47_2020-04-14_17-27-05",183,"2020-04-14T12:49:47Z",1586868587,"2020-04-14T17:27:05Z",1586885225,68525.41,"83",3.767091e+08,7.233766,0,24,0.4720837,287.1568,285.15,289.15
"B183_2020-04-15_09-15-33_2020-04-15_12-56-40",183,"2020-04-15T09:15:33Z",1586942133,"2020-04-15T12:56:40Z",1586955400,54237.4,"83",3.282799e+08,2.745455,0,13,0.4298312,287.8506,283.15,292.15
"B183_2020-04-16_04-12-28_2020-04-16_08-18-45",183,"2020-04-16T04:12:28Z",1587010348,"2020-04-16T08:18:45Z",1587025125,61884.07,"83",4.523098e+08,9.338346,0,31,0.5257816,283.7788,281.15,292.7179
"B183_2020-04-17_03-58-19_2020-04-17_09-58-33",183,"2020-04-17T03:58:19Z",1587095899,"2020-04-17T09:58:33Z",1587117513,88063.3,"83",4.884234e+08,4.539267,0,20,0.495628,288.82,285.15,295.15
"B183_2020-04-18_07-40-31_2020-04-18_18-57-04",183,"2020-04-18T07:40:31Z",1587195631,"2020-04-18T18:57:04Z",1587236224,167860.7,"33",8.736691e+08,7.808036,0,21,0.8654234,296.2767,291.15,300.15
"B183_2020-04-20_03-58-29_2020-04-20_13-20-31",183,"2020-04-20T03:58:29Z",1587355109,"2020-04-20T13:20:31Z",1587388831,137996.7,"83",7.64298e+08,5.149305,0,18,0.5345017,288.534,286.15,294.15
"B183_2020-04-21_03-22-58_2020-04-21_17-57-40",183,"2020-04-21T03:22:58Z",1587439378,"2020-04-21T17:57:40Z",1587491860,209991.8,"83",1.072593e+09,5.38938,0,18,0.50302,288.7346,283.15,294.15
"B183_2020-04-23_03-47-46_2020-04-23_17-52-23",183,"2020-04-23T03:47:46Z",1587613666,"2020-04-23T17:52:23Z",1587664343,209323.9,"83",1.115665e+09,6.206897,0,36,0.4856444,292.2072,283.15,298.15
"B183_2020-04-27_03-48-20_2020-04-27_18-13-47",183,"2020-04-27T03:48:20Z",1587959300,"2020-04-27T18:13:47Z",1588011227,209438.5,"83",1.106247e+09,7.057471,0,31,0.5118241,293.704,286.15,299.15
"B183_2020-04-28_03-39-22_2020-04-28_18-07-53",183,"2020-04-28T03:39:22Z",1588045162,"2020-04-28T18:07:53Z",1588097273,210532.8,"83",1.280027e+09,6.578571,0,28,0.5060063,288.0342,286.15,294.15
"B183_2020-04-29_04-12-57_2020-04-29_13-34-51",183,"2020-04-29T04:12:57Z",1588133577,"2020-04-29T13:34:51Z",1588167291,136570.7,"83",9.668694e+08,8.333333,0,27,0.5256414,285.3735,281.15,293.15
"B183_2020-04-30_03-47-47_2020-04-30_08-54-56",183,"2020-04-30T03:47:47Z",1588218467,"2020-04-30T08:54:56Z",1588236896,76923.37,"83",4.996213e+08,7.124088,0,27,0.4939229,286.1273,285.15,293.15
"B183_2020-05-01_02-57-52_2020-05-01_22-51-26",183,"2020-05-01T02:57:52Z",1588301872,"2020-05-01T22:51:26Z",1588373486,282407.6,"72",1.77797e+09,9.841615,0,38,0.8944774,283.8451,281.15,292.15
"B183_2020-05-02_02-59-46_2020-05-02_23-07-00",183,"2020-05-02T02:59:46Z",1588388386,"2020-05-02T23:07:00Z",1588460820,367674.8,"46",2.198842e+09,7.424972,0,32,0.9973493,284.0611,280.15,291.15
"B183_2020-05-04_03-39-20_2020-05-04_09-14-40",183,"2020-05-04T03:39:20Z",1588563560,"2020-05-04T09:14:40Z",1588583680,82746.73,"83",4.867627e+08,6.126506,0,26,0.4933154,288.2099,286.15,293.15
"B183_2020-05-05_13-12-32_2020-05-05_18-29-22",183,"2020-05-05T13:12:32Z",1588684352,"2020-05-05T18:29:22Z",1588703362,78521.59,"83",4.94682e+08,4.893617,0,22,0.4961338,287.0622,283.15,294.15
"B183_2020-05-06_03-59-48_2020-05-06_18-04-18",183,"2020-05-06T03:59:48Z",1588737588,"2020-05-06T18:04:18Z",1588788258,205849.3,"83",1.111714e+09,6.404332,0,31,0.4884845,287.8722,281.15,293.15
"B183_2020-05-09_05-44-19_2020-05-09_18-40-10",183,"2020-05-09T05:44:19Z",1589003059,"2020-05-09T18:40:10Z",1589049610,189549.9,"83",1.029024e+09,5.598159,0,26,0.5571834,298.1526,292.15,302.15
"B183_2020-05-10_07-50-17_2020-05-10_22-37-02",183,"2020-05-10T07:50:17Z",1589097017,"2020-05-10T22:37:02Z",1589150222,225363.9,"33",1.177418e+09,10.37234,0,29,0.8765177,296.7606,291.15,301.15
"B183_2020-05-11_03-54-38_2020-05-11_18-43-54",183,"2020-05-11T03:54:38Z",1589169278,"2020-05-11T18:43:54Z",1589222634,224400.1,"83",1.306888e+09,7.702703,0,28,0.4893828,288.4849,280.15,295.15
"B183_2020-05-12_04-02-08_2020-05-12_18-10-08",183,"2020-05-12T04:02:08Z",1589256128,"2020-05-12T18:10:08Z",1589307008,209875.7,"83",1.34593e+09,10.08718,0,48,0.4619013,283.6749,279.15,293.15
"B183_2020-05-13_04-00-10_2020-05-13_08-58-18",183,"2020-05-13T04:00:10Z",1589342410,"2020-05-13T08:58:18Z",1589360298,77521.98,"83",5.207681e+08,9.781512,0,38,0.5240651,283.8478,282.15,293.15
"B183_2020-05-13_09-04-25_2020-05-13_17-19-09",183,"2020-05-13T09:04:25Z",1589360665,"2020-05-13T17:19:09Z",1589390349,122045.2,"83",7.297785e+08,5.343137,0,22,0.5074953,285.3074,282.15,287.15
"B183_2020-05-14_03-47-54_2020-05-14_07-47-45",183,"2020-05-14T03:47:54Z",1589428074,"2020-05-14T07:47:45Z",1589442465,63229.86,"83",4.539293e+08,9.871212,0,34,0.438438,281.7419,280.15,292.15
"B183_2020-05-14_13-49-57_2020-05-14_17-57-47",183,"2020-05-14T13:49:57Z",1589464197,"2020-05-14T17:57:47Z",1589479067,63619.99,"83",3.823716e+08,13.52525,0,40,0.4225002,285.8128,285.15,292.15
"B183_2020-05-15_03-36-03_2020-05-15_07-48-30",183,"2020-05-15T03:36:03Z",1589513763,"2020-05-15T07:48:30Z",1589528910,63158.46,"83",3.322316e+08,9.19697,0,38,0.4945207,283.9342,282.15,292.15
"B183_2020-05-15_13-32-53_2020-05-15_18-35-50",183,"2020-05-15T13:32:53Z",1589549573,"2020-05-15T18:35:50Z",1589567750,77839.53,"83",4.277057e+08,9.430769,0,40,0.4013643,288.0908,286.15,293.15
"B183_2020-05-17_02-51-55_2020-05-17_14-49-29",183,"2020-05-17T02:51:55Z",1589683915,"2020-05-17T14:49:29Z",1589726969,220465.3,"46",1.226294e+09,5.830476,0,21,1,290.2275,281.15,298.15
"B183_2020-05-18_04-01-11_2020-05-18_17-22-06",183,"2020-05-18T04:01:11Z",1589774471,"2020-05-18T17:22:06Z",1589822526,199239.9,"83",1.220478e+09,10.04444,0,46,0.5165224,294.6763,286.15,300.15
"B183_2020-05-19_03-40-52_2020-05-19_09-46-40",183,"2020-05-19T03:40:52Z",1589859652,"2020-05-19T09:46:40Z",1589881600,90060.04,"83",4.279717e+08,6.753334,0,31,0.4723678,291.7419,288.15,297.15
"B183_2020-05-20_04-01-28_2020-05-20_07-13-30",183,"2020-05-20T04:01:28Z",1589947288,"2020-05-20T07:13:30Z",1589958810,48665.14,"83",2.448303e+08,11.33,0,43,0.4267986,291.8138,289.15,295.15
"B183_2020-05-20_13-40-05_2020-05-20_18-00-22",183,"2020-05-20T13:40:05Z",1589982005,"2020-05-20T18:00:22Z",1589997622,63191.95,"83",3.301047e+08,9.265822,0,24,0.4066462,298.347,293.15,300.15
"B183_2020-05-21_08-17-01_2020-05-21_14-14-21",183,"2020-05-21T08:17:01Z",1590049021,"2020-05-21T14:14:21Z",1590070461,87442.66,"33",4.677957e+08,11.61194,0,29,0.8690826,298.1351,294.15,301.15
"B183_2020-05-23_03-07-53_2020-05-23_18-53-04",183,"2020-05-23T03:07:53Z",1590203273,"2020-05-23T18:53:04Z",1590259984,228768,"72",1.243472e+09,11.63137,0,30,0.8545105,291.081,283.15,299.852
"B183_2020-05-24_03-00-36_2020-05-24_20-48-13",183,"2020-05-24T03:00:36Z",1590289236,"2020-05-24T20:48:13Z",1590353293,274174.9,"33",1.366407e+09,9.634112,0,35,0.8754859,290.3466,283.15,296.15
"B183_2020-05-25_04-00-12_2020-05-25_08-58-22",183,"2020-05-25T04:00:12Z",1590379212,"2020-05-25T08:58:22Z",1590397102,77512.16,"83",4.252244e+08,9.787879,0,35,0.5004751,288.5375,285.15,293.15
"B183_2020-05-25_09-08-57_2020-05-25_17-22-43",183,"2020-05-25T09:08:57Z",1590397737,"2020-05-25T17:22:43Z",1590427363,121852,"83",5.585524e+08,7.647059,0,47,0.5168259,294.5635,292.15,297.15
"B183_2020-05-26_03-53-28_2020-05-26_18-40-10",183,"2020-05-26T03:53:28Z",1590465208,"2020-05-26T18:40:10Z",1590518410,222833.4,"83",1.133865e+09,6.959184,0,35,0.4657632,293.3138,286.15,298.15
"B183_2020-05-27_04-10-11_2020-05-27_07-20-27",183,"2020-05-27T04:10:11Z",1590552611,"2020-05-27T07:20:27Z",1590564027,48511.57,"83",2.579612e+08,12.53,0,38,0.4294849,287.3376,286.15,293.15
"B183_2020-05-27_13-15-44_2020-05-27_18-02-26",183,"2020-05-27T13:15:44Z",1590585344,"2020-05-27T18:02:26Z",1590602546,70520.34,"83",4.175155e+08,12.98485,0,35,0.4385282,297.7285,295.15,300.15
"B183_2020-05-29_03-59-59_2020-05-29_07-07-52",183,"2020-05-29T03:59:59Z",1590724799,"2020-05-29T07:07:52Z",1590736072,48166.29,"83",2.974926e+08,10.27143,0,31,0.5119745,286.8343,286.15,294.15
"B183_2020-07-18_02-59-55_2020-07-18_08-58-26",183,"2020-07-18T02:59:55Z",1595041195,"2020-07-18T08:58:26Z",1595062706,87104.2,"72",4.560652e+08,9.628866,0,29,0.7952771,289.7689,287.15,295.15
"B183_2020-07-19_03-04-41_2020-07-19_21-04-28",183,"2020-07-19T03:04:41Z",1595127881,"2020-07-19T21:04:28Z",1595192668,277440.8,"33",1.533407e+09,10.89377,0,42,0.8737575,297.1227,288.15,303.15
"B183_2020-07-21_03-55-00_2020-07-21_08-16-07",183,"2020-07-21T03:55:00Z",1595303700,"2020-07-21T08:16:07Z",1595319367,68071.63,"83",3.412198e+08,12.33,0,46,0.4482385,294.1885,292.15,297.15
"B183_2020-07-22_13-22-49_2020-07-22_18-43-19",183,"2020-07-22T13:22:49Z",1595424169,"2020-07-22T18:43:19Z",1595443399,80903.42,"83",4.173306e+08,11,0,39,0.3853154,301.4923,299.15,303.15
"B183_2020-07-23_04-01-44_2020-07-23_18-09-31",183,"2020-07-23T04:01:44Z",1595476904,"2020-07-23T18:09:31Z",1595527771,219412.8,"83",1.188956e+09,12.31915,1,38,0.4878902,299.6274,294.15,303.15
"B183_2020-07-24_04-01-31_2020-07-24_18-04-39",183,"2020-07-24T04:01:31Z",1595563291,"2020-07-24T18:04:39Z",1595613879,219636.9,"83",1.118898e+09,9.823077,0,39,0.4684813,294.7754,292.15,299.15
"B183_2020-07-25_05-41-55_2020-07-25_18-39-54",183,"2020-07-25T05:41:55Z",1595655715,"2020-07-25T18:39:54Z",1595702394,189660.1,"83",1.141025e+09,6.509025,0,24,0.5575836,299.5057,292.15,303.15
"B183_2020-07-29_03-01-15_2020-07-29_20-36-59",183,"2020-07-29T03:01:15Z",1595991675,"2020-07-29T20:36:59Z",1596055019,299006.9,"46",1.628197e+09,11.93324,0,38,0.9916962,298.8828,292.15,304.15
"B183_2020-07-30_13-30-29_2020-07-30_18-36-54",183,"2020-07-30T13:30:29Z",1596115829,"2020-07-30T18:36:54Z",1596134214,77753.58,"83",4.995147e+08,15.30208,0,59,0.4204286,305.4682,300.15,308.15
